10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.953784704,1.047961235,1.265660048,1.006902933,1.283593893,1.461757183,1.926930904,1.660254955,1.816810131,1.734571934,2.18322897,2.438694954,2.664441109,2.8221488,2.696280718,3.144719839,2.567483902,3.402755022,3.225791931,4.024037123,3.766716957,4.618360043,4.29538703,3.864408016,5.711935043,5.345067978,4.752778053,8.164195061,7.254688025,5.944087982,6.086840153,9.600047827,8.48256588,8.137741804,8.174516916,6.974287033,11.48854208,11.53909898,13.48598194,12.64811802,11.14780879
