10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.013440847,0.014480114,0.015125275,0.015065908,0.01588583,0.016994953,0.01695919,0.017539978,0.018869162,0.02004981,0.020195007,0.020278931,0.020712137,0.023694038,0.021969795,0.023303986,0.023221016,0.02402401,0.024086952,0.024459839,0.02540493,0.027652025,0.027345181,0.029796124,0.028786182,0.02911377,0.028712988,0.029925108,0.029715061,0.031601906,0.031826019,0.032233,0.031259298,0.033410072,0.032881975,0.035854101,0.036463022,0.036426067,0.036603928,0.03666997,0.037548065
